continent	status	order	family	genus	species	mass	reference
AF	extant	Artiodactyla	Bovidae	Addax	nasomaculatus	70000.3	60
AF	extant	Artiodactyla	Bovidae	Aepyceros	melampus	52500.1	63, 70
AF	extant	Artiodactyla	Bovidae	Alcelaphus	buselaphus	171001.5	63, 70
AF	extant	Artiodactyla	Bovidae	Ammodorcas	clarkei	28049.8	60
AF	extant	Artiodactyla	Bovidae	Ammotragus	lervia	48000	75
AF	extant	Artiodactyla	Bovidae	Antidorcas	marsupialis	39049.9	60
AF	extinct	Artiodactyla	Bovidae	Antidorcas	bondi	34000	1
AF	extinct	Artiodactyla	Bovidae	Antidorcas	australis	40000	2
AF	extant	Artiodactyla	Bovidae	Bos	taurus	900000	-999
AF	extant	Artiodactyla	Bovidae	Capra	walie	100000	-999
AF	extant	Artiodactyla	Bovidae	Capra	ibex	100999.7	65
AF	extant	Artiodactyla	Bovidae	Capra	nubiana	78999.7	70
AF	extant	Artiodactyla	Bovidae	Cephalophus	weynsi	-999	-999
AF	extant	Artiodactyla	Bovidae	Cephalophus	dorsalis	20000	60
AF	extant	Artiodactyla	Bovidae	Cephalophus	leucogaster	12699.9	60
AF	extant	Artiodactyla	Bovidae	Cephalophus	monticola	6250	60
AF	extant	Artiodactyla	Bovidae	Cephalophus	natalensis	12000	60
AF	extant	Artiodactyla	Bovidae	Cephalophus	niger	20400	60
AF	extant	Artiodactyla	Bovidae	Cephalophus	nigrifrons	13899.8	60
AF	extant	Artiodactyla	Bovidae	Cephalophus	rubidus	15000	60
AF	extant	Artiodactyla	Bovidae	Cephalophus	silvicultor	72500.3	60
AF	extant	Artiodactyla	Bovidae	Cephalophus	jentinki	70000.3	65
AF	extant	Artiodactyla	Bovidae	Cephalophus	zebra	17500.1	65
AF	extant	Artiodactyla	Bovidae	Cephalophus	adersi	9250	63, 70
AF	extant	Artiodactyla	Bovidae	Cephalophus	callipygus	18249.9	63, 70
AF	extant	Artiodactyla	Bovidae	Cephalophus	harveyi	14500.1	63, 70
AF	extant	Artiodactyla	Bovidae	Cephalophus	maxwellii	12000	63, 70
AF	extant	Artiodactyla	Bovidae	Cephalophus	ogilbyi	20000	63, 70
AF	extant	Artiodactyla	Bovidae	Cephalophus	rufilatus	12000	63, 70
AF	extant	Artiodactyla	Bovidae	Cephalophus	spadix	56000.3	63, 70
AF	extant	Artiodactyla	Bovidae	Connochaetes	gnou	179999	60
AF	extant	Artiodactyla	Bovidae	Connochaetes	taurinus	179999	63, 70
AF	extant	Artiodactyla	Bovidae	Damaliscus	pygargus	102000	75
AF	extant	Artiodactyla	Bovidae	Damaliscus	hunteri	80000	63, 70
AF	extant	Artiodactyla	Bovidae	Damaliscus	lunatus	136000.3	63, 70
AF	extant	Artiodactyla	Bovidae	Dorcatragus	megalotis	10249.9	65
AF	extant	Artiodactyla	Bovidae	Gazella	cuvieri	25000	-999
AF	extant	Artiodactyla	Bovidae	Gazella	dama	72999.5	60
AF	extant	Artiodactyla	Bovidae	Gazella	rufifrons	26999.8	60
AF	extant	Artiodactyla	Bovidae	Gazella	dorcas	23000.1	65
AF	extant	Artiodactyla	Bovidae	Gazella	dorcas	23000.1	65
AF	extant	Artiodactyla	Bovidae	Gazella	gazella	22499.9	65
AF	extant	Artiodactyla	Bovidae	Gazella	spekei	20000	65
AF	extant	Artiodactyla	Bovidae	Gazella	leptoceros	22200	75
AF	extant	Artiodactyla	Bovidae	Gazella	granti	54999.7	63, 70
AF	extant	Artiodactyla	Bovidae	Gazella	soemmerringii	40000	63, 70
AF	extant	Artiodactyla	Bovidae	Gazella	thomsonii	20499.8	63, 70
AF	extinct	Artiodactyla	Bovidae	Gazella	atlantica	44500	1, 2
AF	historical	Artiodactyla	Bovidae	Gazella	rufina	40000	3, 4
AF	extant	Artiodactyla	Bovidae	Hippotragus	equinus	269997.7	63, 70
AF	extant	Artiodactyla	Bovidae	Hippotragus	niger	227499.3	63, 70
AF	historical	Artiodactyla	Bovidae	Hippotragus	leucophaeus	150000	2, 4
AF	extant	Artiodactyla	Bovidae	Kobus	leche	110749	60
AF	extant	Artiodactyla	Bovidae	Kobus	megaceros	87500.4	65
AF	extant	Artiodactyla	Bovidae	Kobus	ellipsiprymnus	210000.3	63, 70
AF	extant	Artiodactyla	Bovidae	Kobus	kob	78500.1	63, 70
AF	extant	Artiodactyla	Bovidae	Kobus	vardonii	71500.7	63, 70
AF	extant	Artiodactyla	Bovidae	Litocranius	walleri	37999.7	63, 70
AF	extant	Artiodactyla	Bovidae	Madoqua	saltiana	3250	65
AF	extant	Artiodactyla	Bovidae	Madoqua	piacentinii	2500	70
AF	extant	Artiodactyla	Bovidae	Madoqua	guentheri	7500	63, 70
AF	extant	Artiodactyla	Bovidae	Madoqua	kirkii	5300.1	63, 70
AF	extinct	Artiodactyla	Bovidae	Megalotragus	priscus	200000	2
AF	extant	Artiodactyla	Bovidae	Neotragus	batesi	3000	60
AF	extant	Artiodactyla	Bovidae	Neotragus	pygmaeus	4000	60
AF	extant	Artiodactyla	Bovidae	Neotragus	moschatus	6499.9	63, 70
AF	extant	Artiodactyla	Bovidae	Oreotragus	oreotragus	12999.9	63, 70
AF	extant	Artiodactyla	Bovidae	Oryx	dammah	200000	60
AF	extant	Artiodactyla	Bovidae	Oryx	gazella	169001.3	63, 70
AF	extant	Artiodactyla	Bovidae	Ourebia	ourebi	17250	63, 70
AF	extant	Artiodactyla	Bovidae	Pelea	capreolus	20000	60
AF	extinct	Artiodactyla	Bovidae	Pelorovis	antiquus	1000000	2, 5
AF	extant	Artiodactyla	Bovidae	Raphicerus	melanotis	10249.9	60
AF	extant	Artiodactyla	Bovidae	Raphicerus	campestris	10500	63, 70
AF	extant	Artiodactyla	Bovidae	Raphicerus	sharpei	9499.9	63, 70
AF	extant	Artiodactyla	Bovidae	Redunca	arundinum	58000.3	63, 70
AF	extant	Artiodactyla	Bovidae	Redunca	fulvorufula	29499.9	63, 70
AF	extant	Artiodactyla	Bovidae	Redunca	redunca	44050.4	63, 70
AF	extant	Artiodactyla	Bovidae	Sigmoceros	lichtensteinii	171498.4	60
AF	extant	Artiodactyla	Bovidae	Sylvicapra	grimmia	19499.8	63, 70
AF	extant	Artiodactyla	Bovidae	Syncerus	caffer	580002.7	63, 70
AF	extant	Artiodactyla	Bovidae	Taurotragus	derbianus	680000	68
AF	extant	Artiodactyla	Bovidae	Taurotragus	oryx	569993.6	63, 70
AF	extant	Artiodactyla	Bovidae	Tragelaphus	angasii	86600.4	60
AF	extant	Artiodactyla	Bovidae	Tragelaphus	eurycerus	329003.1	60
AF	extant	Artiodactyla	Bovidae	Tragelaphus	buxtoni	215000.8	65
AF	extant	Artiodactyla	Bovidae	Tragelaphus	imberbis	81575.5	63, 70
AF	extant	Artiodactyla	Bovidae	Tragelaphus	scriptus	43250.4	63, 70
AF	extant	Artiodactyla	Bovidae	Tragelaphus	spekii	77999.2	63, 70
AF	extant	Artiodactyla	Bovidae	Tragelaphus	strepsiceros	213501	63, 70
AF	extinct	Artiodactyla	Camelidae	Camelus	thomasi	500000	1
AF	extant	Artiodactyla	Cervidae	Cervus	elaphus	156250	65
AF	extinct	Artiodactyla	Cervidae	Megaloceros	algericus	800000	1
AF	extant	Artiodactyla	Giraffidae	Giraffa	camelopardalis	899994.8	63, 70
AF	extinct	Artiodactyla	Giraffidae	Giraffa	gracilis	850000	6
AF	extant	Artiodactyla	Giraffidae	Okapia	johnstoni	230001.1	63, 70
AF	extant	Artiodactyla	Hippopotamidae	Hexaprotodon	liberiensis	235001.2	60
AF	extant	Artiodactyla	Hippopotamidae	Hippopotamus	amphibius	1417490	63, 70
AF	extant	Artiodactyla	Suidae	Hylochoerus	meinertzhageni	188500	116
AF	extinct	Artiodactyla	Suidae	Metridiochoerus	compactus	142000	2
AF	extant	Artiodactyla	Suidae	Phacochoerus	africanus	82500	70
AF	extant	Artiodactyla	Suidae	Phacochoerus	aethiopicus	71000.3	63, 70
AF	extant	Artiodactyla	Suidae	Potamochoerus	larvatus	97500	70
AF	extant	Artiodactyla	Suidae	Potamochoerus	porcus	70000.3	63, 70
AF	extant	Artiodactyla	Tragulidae	Hyemoschus	aquaticus	10850	60
AF	extant	Carnivora	Canidae	Canis	simensis	10000	65
AF	extant	Carnivora	Canidae	Canis	adustus	10249.9	63, 70
AF	extant	Carnivora	Canidae	Canis	aureus	10999.9	63, 70
AF	extant	Carnivora	Canidae	Canis	mesomelas	8500	63, 70
AF	extant	Carnivora	Canidae	Lycaon	pictus	22050.1	60
AF	extant	Carnivora	Canidae	Otocyon	megalotis	4150	63, 70
AF	extant	Carnivora	Canidae	Vulpes	chama	2955	60
AF	extant	Carnivora	Canidae	Vulpes	pallida	2800	65
AF	extant	Carnivora	Canidae	Vulpes	rueppelli	3250	65
AF	extant	Carnivora	Canidae	Vulpes	vulpes	6000	65
AF	extant	Carnivora	Canidae	Vulpes	zerda	1100	75
AF	extant	Carnivora	Felidae	Acinonyx	jubatus	50000	63, 70
AF	extant	Carnivora	Felidae	Caracal	caracal	13749.9	63, 70
AF	extant	Carnivora	Felidae	Felis	nigripes	1300	60
AF	extant	Carnivora	Felidae	Felis	chaus	6749.9	65
AF	extant	Carnivora	Felidae	Felis	margarita	2525	65
AF	extant	Carnivora	Felidae	Felis	silvestris	4650	63, 70
AF	extant	Carnivora	Felidae	Leptailurus	serval	12000	63, 70
AF	extant	Carnivora	Felidae	Panthera	leo	161499.1	63, 70
AF	extant	Carnivora	Felidae	Panthera	pardus	54999.7	63, 70
AF	extant	Carnivora	Felidae	Profelis	aurata	10650	63, 70
AF	extant	Carnivora	Herpestidae	Atilax	paludinosus	3300	63, 70
AF	extant	Carnivora	Herpestidae	Bdeogale	jacksoni	2500	70
AF	extant	Carnivora	Herpestidae	Bdeogale	crassicauda	1550	63, 70
AF	extant	Carnivora	Herpestidae	Bdeogale	nigripes	2500	63, 70
AF	extant	Carnivora	Herpestidae	Crossarchus	obscurus	1250	60
AF	extant	Carnivora	Herpestidae	Crossarchus	alexandri	1500	70
AF	extant	Carnivora	Herpestidae	Crossarchus	ansorgei	700	85
AF	extant	Carnivora	Herpestidae	Cynictis	penicillata	836	60
AF	extant	Carnivora	Herpestidae	Dologale	dybowskii	350	63, 70
AF	extant	Carnivora	Herpestidae	Galerella	pulverulenta	797	60
AF	extant	Carnivora	Herpestidae	Galerella	flavescens	750	130
AF	extant	Carnivora	Herpestidae	Galerella	swalius	750	130
AF	extant	Carnivora	Herpestidae	Galerella	sanguinea	550	63, 70
AF	extant	Carnivora	Herpestidae	Helogale	hirtula	289	60
AF	extant	Carnivora	Herpestidae	Helogale	parvula	300	60
AF	extant	Carnivora	Herpestidae	Herpestes	naso	3000	60
AF	extant	Carnivora	Herpestidae	Herpestes	ichneumon	2850	63, 70
AF	extant	Carnivora	Herpestidae	Ichneumia	albicauda	3500	63, 70
AF	extant	Carnivora	Herpestidae	Liberiictis	kuhni	2150	63, 70
AF	extant	Carnivora	Herpestidae	Mungos	gambianus	1500	-999
AF	extant	Carnivora	Herpestidae	Mungos	mungo	1925	63, 70
AF	extant	Carnivora	Herpestidae	Paracynictis	selousi	1640	60
AF	extant	Carnivora	Herpestidae	Rhynchogale	melleri	2500	63, 70
AF	extant	Carnivora	Herpestidae	Suricata	suricatta	725.5	60
AF	extant	Carnivora	Hyaenidae	Crocuta	crocuta	62999.9	63, 70
AF	extant	Carnivora	Hyaenidae	Hyaena	hyaena	46000.2	63, 70
AF	extant	Carnivora	Hyaenidae	Parahyaena	brunnea	32200.3	60
AF	extant	Carnivora	Hyaenidae	Proteles	cristatus	10000	63, 70
AF	extant	Carnivora	Mustelidae	Aonyx	capensis	18999.8	63, 70
AF	extant	Carnivora	Mustelidae	Aonyx	congicus	23800.2	63, 70
AF	extant	Carnivora	Mustelidae	Ictonyx	libyca	625	65
AF	extant	Carnivora	Mustelidae	Ictonyx	striatus	1300	63, 70
AF	extant	Carnivora	Mustelidae	Lutra	maculicollis	4000	60
AF	extant	Carnivora	Mustelidae	Lutra	lutra	10999.9	65
AF	extant	Carnivora	Mustelidae	Mellivora	capensis	8000	63, 70
AF	extant	Carnivora	Mustelidae	Mustela	nivalis	187.5	65
AF	extant	Carnivora	Mustelidae	Mustela	putorius	1100	65
AF	extant	Carnivora	Mustelidae	Poecilogale	albinucha	340	63, 70
AF	extant	Carnivora	Phocidae	Monachus	monachus	275000	68
AF	extant	Carnivora	Viverridae	Civettictis	civetta	12000	63, 70
AF	extant	Carnivora	Viverridae	Genetta	maculata	2225	-999
AF	extant	Carnivora	Viverridae	Genetta	abyssinica	1650	65
AF	extant	Carnivora	Viverridae	Genetta	angolensis	1650	65
AF	extant	Carnivora	Viverridae	Genetta	johnstoni	2225	65
AF	extant	Carnivora	Viverridae	Genetta	thierryi	1400	65
AF	extant	Carnivora	Viverridae	Genetta	genetta	2000	63, 70
AF	extant	Carnivora	Viverridae	Genetta	servalina	1055	63, 70
AF	extant	Carnivora	Viverridae	Genetta	tigrina	2225	63, 70
AF	extant	Carnivora	Viverridae	Genetta	victoriae	3000	63, 70
AF	extant	Carnivora	Viverridae	Nandinia	binotata	2000	63, 70
AF	extant	Carnivora	Viverridae	Osbornictis	piscivora	3000	65
AF	extant	Carnivora	Viverridae	Poiana	richardsonii	500	60
AF	extant	Chiroptera	Emballonuridae	Coleura	afra	10.7	153
AF	extant	Chiroptera	Emballonuridae	Saccolaimus	peli	100	153
AF	extant	Chiroptera	Emballonuridae	Taphozous	hamiltoni	-999	-999
AF	extant	Chiroptera	Emballonuridae	Taphozous	hildegardeae	29.6	153
AF	extant	Chiroptera	Emballonuridae	Taphozous	mauritianus	27.3	153
AF	extant	Chiroptera	Emballonuridae	Taphozous	nudiventris	34.1	153
AF	extant	Chiroptera	Emballonuridae	Taphozous	perforatus	27.3	153
AF	extant	Chiroptera	Megadermatidae	Cardioderma	cor	27.8	153
AF	extant	Chiroptera	Megadermatidae	Lavia	frons	23.9	153
AF	extant	Chiroptera	Molossidae	Chaerephon	aloysiisabaudiae	-999	-999
AF	extant	Chiroptera	Molossidae	Chaerephon	ansorgei	-999	-999
AF	extant	Chiroptera	Molossidae	Chaerephon	bemmeleni	-999	-999
AF	extant	Chiroptera	Molossidae	Chaerephon	chapini	-999	-999
AF	extant	Chiroptera	Molossidae	Chaerephon	gallagheri	-999	-999
AF	extant	Chiroptera	Molossidae	Chaerephon	bivittata	15	153
AF	extant	Chiroptera	Molossidae	Chaerephon	major	14.8	153
AF	extant	Chiroptera	Molossidae	Chaerephon	nigeriae	19.8	153
AF	extant	Chiroptera	Molossidae	Chaerephon	plicata	20	153
AF	extant	Chiroptera	Molossidae	Chaerephon	pumila	11.3	153
AF	extant	Chiroptera	Molossidae	Chaerephon	russata	16.5	153
AF	extant	Chiroptera	Molossidae	Mops	demonstrator	-999	-999
AF	extant	Chiroptera	Molossidae	Mops	nanulus	-999	-999
AF	extant	Chiroptera	Molossidae	Mops	niangarae	-999	-999
AF	extant	Chiroptera	Molossidae	Mops	petersoni	-999	-999
AF	extant	Chiroptera	Molossidae	Mops	spurrelli	-999	-999
AF	extant	Chiroptera	Molossidae	Mops	trevori	-999	-999
AF	extant	Chiroptera	Molossidae	Mops	brachypterus	16	153
AF	extant	Chiroptera	Molossidae	Mops	condylurus	28.4	153
AF	extant	Chiroptera	Molossidae	Mops	congicus	43	153
AF	extant	Chiroptera	Molossidae	Mops	midas	45.2	153
AF	extant	Chiroptera	Molossidae	Mops	niveiventer	21.7	153
AF	extant	Chiroptera	Molossidae	Mops	thersites	22	153
AF	extant	Chiroptera	Molossidae	Mormopterus	acetabulosus	-999	-999
AF	extant	Chiroptera	Molossidae	Mormopterus	setiger	-999	-999
AF	extant	Chiroptera	Molossidae	Mormopterus	petrophilus	13.9	153
AF	extant	Chiroptera	Molossidae	Myopterus	daubentonii	-999	-999
AF	extant	Chiroptera	Molossidae	Myopterus	whitleyi	11.5	153
AF	extant	Chiroptera	Molossidae	Otomops	martiensseni	34.3	153
AF	extant	Chiroptera	Molossidae	Promops	nasutus	15.2	153
AF	extant	Chiroptera	Molossidae	Tadarida	lobata	-999	-999
AF	extant	Chiroptera	Molossidae	Tadarida	ventralis	-999	-999
AF	extant	Chiroptera	Molossidae	Tadarida	aegyptiaca	16.8	153
AF	extant	Chiroptera	Molossidae	Tadarida	fulminans	35.3	153
AF	extant	Chiroptera	Nycteridae	Nycteris	intermedia	-999	-999
AF	extant	Chiroptera	Nycteridae	Nycteris	major	-999	-999
AF	extant	Chiroptera	Nycteridae	Nycteris	arge	12	153
AF	extant	Chiroptera	Nycteridae	Nycteris	gambiensis	7	153
AF	extant	Chiroptera	Nycteridae	Nycteris	grandis	30.2	153
AF	extant	Chiroptera	Nycteridae	Nycteris	hispida	8.6	153
AF	extant	Chiroptera	Nycteridae	Nycteris	macrotis	14.5	153
AF	extant	Chiroptera	Nycteridae	Nycteris	nana	7	153
AF	extant	Chiroptera	Nycteridae	Nycteris	thebaica	9.8	153
AF	extant	Chiroptera	Nycteridae	Nycteris	woodi	7.6	153
AF	extant	Chiroptera	Phyllostomidae	Anoura	latidens	14.7	153
AF	extant	Chiroptera	Phyllostomidae	Choeroniscus	periosus	-999	-999
AF	extant	Chiroptera	Phyllostomidae	Choeroniscus	minor	8.7	153
AF	extant	Chiroptera	Pteropodidae	Casinycteris	argynnis	29.9	153
AF	extant	Chiroptera	Pteropodidae	Eidolon	helvum	253.3	153
AF	extant	Chiroptera	Pteropodidae	Epomophorus	angolensis	-999	-999
AF	extant	Chiroptera	Pteropodidae	Epomophorus	minimus	-999	-999
AF	extant	Chiroptera	Pteropodidae	Epomophorus	gambianus	128.9	153
AF	extant	Chiroptera	Pteropodidae	Epomophorus	grandis	48.6	153
AF	extant	Chiroptera	Pteropodidae	Epomophorus	labiatus	63	153
AF	extant	Chiroptera	Pteropodidae	Epomophorus	wahlbergi	91.6	153
AF	extant	Chiroptera	Pteropodidae	Epomops	buettikoferi	133.8	153
AF	extant	Chiroptera	Pteropodidae	Epomops	dobsoni	120	153
AF	extant	Chiroptera	Pteropodidae	Epomops	franqueti	118.9	153
AF	extant	Chiroptera	Pteropodidae	Hypsignathus	monstrosus	335.1	153
AF	extant	Chiroptera	Pteropodidae	Megaloglossus	woermanni	15.7	153
AF	extant	Chiroptera	Pteropodidae	Micropteropus	intermedius	-999	-999
AF	extant	Chiroptera	Pteropodidae	Micropteropus	pusillus	26.6	153
AF	extant	Chiroptera	Pteropodidae	Myonycteris	relicta	52	153
AF	extant	Chiroptera	Pteropodidae	Myonycteris	torquata	42.2	153
AF	extant	Chiroptera	Pteropodidae	Nanonycteris	veldkampi	21.4	153
AF	extant	Chiroptera	Pteropodidae	Plerotes	anchietai	-999	-999
AF	extant	Chiroptera	Pteropodidae	Rousettus	aegyptiacus	132.2	153
AF	extant	Chiroptera	Pteropodidae	Rousettus	angolensis	74.6	153
AF	extant	Chiroptera	Pteropodidae	Rousettus	lanosus	103	153
AF	extant	Chiroptera	Pteropodidae	Scotonycteris	ophiodon	67.5	153
AF	extant	Chiroptera	Pteropodidae	Scotonycteris	zenkeri	20.8	153
AF	extant	Chiroptera	Rhinolophidae	Asellia	patrizii	-999	-999
AF	extant	Chiroptera	Rhinolophidae	Asellia	tridens	11.9	153
AF	extant	Chiroptera	Rhinolophidae	Cloeotis	percivali	4.1	153
AF	extant	Chiroptera	Rhinolophidae	Hipposideros	abae	-999	-999
AF	extant	Chiroptera	Rhinolophidae	Hipposideros	camerunensis	-999	-999
AF	extant	Chiroptera	Rhinolophidae	Hipposideros	curtus	-999	-999
AF	extant	Chiroptera	Rhinolophidae	Hipposideros	fuliginosus	-999	-999
AF	extant	Chiroptera	Rhinolophidae	Hipposideros	lamottei	-999	-999
AF	extant	Chiroptera	Rhinolophidae	Hipposideros	marisae	-999	-999
AF	extant	Chiroptera	Rhinolophidae	Hipposideros	megalotis	-999	-999
AF	extant	Chiroptera	Rhinolophidae	Hipposideros	beatus	6.7	153
AF	extant	Chiroptera	Rhinolophidae	Hipposideros	caffer	9.4	153
AF	extant	Chiroptera	Rhinolophidae	Hipposideros	commersoni	99.1	153
AF	extant	Chiroptera	Rhinolophidae	Hipposideros	cyclops	33.5	153
AF	extant	Chiroptera	Rhinolophidae	Hipposideros	jonesi	5.5	153
AF	extant	Chiroptera	Rhinolophidae	Hipposideros	ruber	10.1	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	adami	-999	-999
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	deckenii	-999	-999
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	guineensis	-999	-999
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	silvestris	-999	-999
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	alcyone	18.8	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	blasii	9.7	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	capensis	12.8	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	clivosus	15.7	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	darlingi	9.5	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	denti	6.2	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	eloquens	19.1	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	euryale	8.2	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	ferrumequinum	21.1	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	fumigatus	12.9	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	hildebrandti	25.8	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	hipposideros	4.7	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	landeri	8.9	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	maclaudi	13.1	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	simulator	8.1	153
AF	extant	Chiroptera	Rhinolophidae	Rhinolophus	swinnyi	7.1	153
AF	extant	Chiroptera	Rhinolophidae	Triaenops	persicus	12.6	153
AF	extant	Chiroptera	Rhinopomatidae	Rhinopoma	hardwickei	14.2	153
AF	extant	Chiroptera	Rhinopomatidae	Rhinopoma	microphyllum	27.9	153
AF	extant	Chiroptera	Rhinopomatidae	Rhinopoma	muscatellum	9.1	153
AF	extant	Chiroptera	Vespertilionidae	Chalinolobus	alboguttatus	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Chalinolobus	egeria	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Chalinolobus	superbus	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Chalinolobus	argentatus	9.1	153
AF	extant	Chiroptera	Vespertilionidae	Chalinolobus	beatrix	6.5	153
AF	extant	Chiroptera	Vespertilionidae	Chalinolobus	gleni	10.8	153
AF	extant	Chiroptera	Vespertilionidae	Chalinolobus	kenyacola	7	153
AF	extant	Chiroptera	Vespertilionidae	Chalinolobus	poensis	7.1	153
AF	extant	Chiroptera	Vespertilionidae	Chalinolobus	variegatus	11.1	153
AF	extant	Chiroptera	Vespertilionidae	Eptesicus	brunneus	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Eptesicus	floweri	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Eptesicus	guineensis	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Eptesicus	melckorum	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Eptesicus	platyops	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Eptesicus	capensis	6	153
AF	extant	Chiroptera	Vespertilionidae	Eptesicus	flavescens	10.5	153
AF	extant	Chiroptera	Vespertilionidae	Eptesicus	hottentotus	30	153
AF	extant	Chiroptera	Vespertilionidae	Eptesicus	rendalli	6.3	153
AF	extant	Chiroptera	Vespertilionidae	Eptesicus	serotinus	22.9	153
AF	extant	Chiroptera	Vespertilionidae	Eptesicus	somalicus	3.8	153
AF	extant	Chiroptera	Vespertilionidae	Eptesicus	tenuipinnis	5.3	153
AF	extant	Chiroptera	Vespertilionidae	Kerivoula	aerosa	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Kerivoula	africana	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Kerivoula	cuprosa	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Kerivoula	smithi	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Kerivoula	argentata	10	153
AF	extant	Chiroptera	Vespertilionidae	Kerivoula	lanosa	6.5	153
AF	extant	Chiroptera	Vespertilionidae	Kerivoula	phalaena	3	153
AF	extant	Chiroptera	Vespertilionidae	Laephotis	angolensis	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Laephotis	namibensis	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Laephotis	botswanae	7.2	153
AF	extant	Chiroptera	Vespertilionidae	Laephotis	wintoni	6	153
AF	extant	Chiroptera	Vespertilionidae	Mimetillus	moloneyi	8.8	153
AF	extant	Chiroptera	Vespertilionidae	Miniopterus	fraterculus	7.3	153
AF	extant	Chiroptera	Vespertilionidae	Miniopterus	inflatus	14.2	153
AF	extant	Chiroptera	Vespertilionidae	Miniopterus	minor	7	153
AF	extant	Chiroptera	Vespertilionidae	Miniopterus	schreibersi	11.5	153
AF	extant	Chiroptera	Vespertilionidae	Myotis	lesueuri	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Myotis	morrisi	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Myotis	scotti	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Myotis	seabrai	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Myotis	bocagei	7.8	153
AF	extant	Chiroptera	Vespertilionidae	Myotis	emarginatus	7.7	153
AF	extant	Chiroptera	Vespertilionidae	Myotis	nattereri	7.1	153
AF	extant	Chiroptera	Vespertilionidae	Myotis	tricolor	13.9	153
AF	extant	Chiroptera	Vespertilionidae	Myotis	welwitschii	15.5	153
AF	extant	Chiroptera	Vespertilionidae	Nyctalus	lasiopterus	49.7	153
AF	extant	Chiroptera	Vespertilionidae	Nyctalus	noctula	28	153
AF	extant	Chiroptera	Vespertilionidae	Nycticeius	schlieffeni	5	153
AF	extant	Chiroptera	Vespertilionidae	Otonycteris	hemprichi	23.8	153
AF	extant	Chiroptera	Vespertilionidae	Pipistrellus	aegyptius	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Pipistrellus	aero	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Pipistrellus	anchietai	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Pipistrellus	ariel	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Pipistrellus	inexspectatus	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Pipistrellus	musciculus	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Pipistrellus	permixtus	-999	-999
AF	extant	Chiroptera	Vespertilionidae	Pipistrellus	crassulus	6.1	153
AF	extant	Chiroptera	Vespertilionidae	Pipistrellus	eisentrauti	6	153
AF	extant	Chiroptera	Vespertilionidae	Pipistrellus	kuhlii	5.9	153
AF	extant	Chiroptera	Vespertilionidae	Pipistrellus	nanulus	2.5	153
AF	extant	Chiroptera	Vespertilionidae	Pipistrellus	nanus	3.9	153
AF	extant	Chiroptera	Vespertilionidae	Pipistrellus	rueppelli	6.9	153
AF	extant	Chiroptera	Vespertilionidae	Pipistrellus	rusticus	4.6	153
AF	extant	Chiroptera	Vespertilionidae	Pipistrellus	savii	6.4	153
AF	extant	Chiroptera	Vespertilionidae	Scotoecus	albofuscus	4.5	153
AF	extant	Chiroptera	Vespertilionidae	Scotoecus	hirundo	9.3	153
AF	extant	Chiroptera	Vespertilionidae	Scotophilus	dinganii	25.1	153
